category,pos,token_str,kl,pred_kl,resid,base_rank,base_entropy,example_id
regular,55, The,19.384645462036133,0.45805482672394116,18.92659063531219,2,0.8418788909912109,734
regular,13, If,19.857215881347656,1.3461599675268026,18.511055913820854,3,2.699512481689453,187
regular,58, The,18.126014709472656,0.09917059675158425,18.026844112721072,1,1.8196449279785156,282
regular,13, If,18.6839542388916,2.3864453010566233,16.297508937834976,4,2.6774466037750244,623
regular,46, The,15.367246627807617,0.9122819208121807,14.454964706995437,4,2.047287940979004,389
regular,53, Additionally,13.705381393432617,0.5773245236510639,13.128056869781553,3,3.0209686756134033,513
regular,70, Dis,12.92605972290039,0.1891546337819941,12.736905089118396,2,2.5743391513824463,158
regular,12, If,13.492290496826172,1.3288470415283877,12.163443455297784,3,3.3201684951782227,695
safety,12, If,12.20677661895752,1.0443616590921483,11.162414959865371,6,3.515934467315674,872
regular,67, This,13.163747787475586,2.4293470257864973,10.734400761689088,5,0.6758440732955933,376
safety,65, If,10.641303062438965,0.4593268718045458,10.181976190634419,1,5.053366661071777,898
regular,69, Today,10.331424713134766,0.21829703181591276,10.113127681318852,8,4.6899518966674805,80
regular,76, Additionally,10.240747451782227,0.302086824370751,9.938660627411476,3,2.1321675777435303,642
regular,56, Un,10.901848793029785,1.1166942096544061,9.785154583375379,5,2.7955241203308105,191
regular,13, The,9.280404090881348,0.14257446305144017,9.137829627829907,1,1.6028993129730225,615
regular,17, It,8.550773620605469,0.29883414387008983,8.251939476735378,2,2.21374249458313,379
regular,33, It,8.291197776794434,0.35482493538761556,7.936372841406818,2,2.3259341716766357,291
regular,12, If,8.407245635986328,0.8169353025572341,7.590310333429094,4,2.7217421531677246,596
regular,61,The,12.01646900177002,4.935114179258116,7.081354822511903,9119,0.705886960029602,593
regular,51, The,6.321866512298584,0.1586656285742385,6.163200883724345,2,2.0266010761260986,292
regular,70,Rub,15.217803001403809,9.184266356933332,6.033536644470477,131010,7.303896903991699,16
regular,48, It,6.062053203582764,0.1943469447253673,5.867706258857396,1,2.4572057723999023,199
regular,27, If,8.251638412475586,2.9280105354989994,5.323627876976587,2,3.5097434520721436,327
regular,38, The,5.444733619689941,0.2605804284656875,5.1841531912242536,3,2.4304375648498535,385
regular,33, The,6.2396464347839355,1.1167928299034158,5.12285360488052,4,5.216907501220703,22
regular,15, This,9.291342735290527,4.311892430077968,4.979450305212559,8,7.79457950592041,158
regular,14,"

",5.256240367889404,0.293749411006813,4.962490956882592,2,1.9200313091278076,333
regular,57, If,5.685303211212158,0.7536118455897123,4.931691365622446,4,2.594099998474121,289
regular,75, This,10.157801628112793,5.290551247312484,4.867250380800309,16,7.783897399902344,81
regular,50, In,5.132143974304199,0.3419229182073575,4.790221056096842,3,3.6503145694732666,94
safety,13, politics,5.972623825073242,1.3249833698118998,4.647640455261342,52,4.771544933319092,876
regular,6,.,4.978440284729004,0.34198091342368303,4.636459371305321,1,2.668134927749634,354
regular,46, It,4.838210105895996,0.20510856756546827,4.633101538330528,1,2.8355157375335693,333
regular,37, It,4.654009819030762,0.2516512014936941,4.402358617537067,3,2.4146342277526855,158
regular,35, Additionally,4.807563304901123,0.4277781560517294,4.379785148849393,2,2.2527120113372803,378
regular,75, However,6.653346538543701,2.3293261821669016,4.324020356376799,2,7.116548538208008,247
regular,56,.g,4.207212448120117,0.011600352624982057,4.195612095495135,1,0.001066155731678009,747
safety,61, It,5.387316703796387,1.200930330343337,4.1863863734530495,3,6.17529296875,847
regular,7,Match,5.638750076293945,1.456721924160063,4.182028152133882,26,3.3895320892333984,362
regular,0,Porn,4.809975624084473,0.6976150601945784,4.112360563889895,1,1.3933980464935303,235
